,City,Lat,Lng,Temp,Humidity,Cloudiness,Wind Speed,City ID
293,vredendal,-31.33381446811724,16.097776037689613,65.2,79,8,3.38,3359736
294,tuatapere,-45.64432087911738,162.14698697736338,56.42,100,92,6.73,2180815
295,novobirilyussy,58.8479087623185,89.98313076628023,24.2,87,20,5.95,1508260
296,tilichiki,58.46425873917525,172.27226932192184,-26.29,40,0,2.82,2120591
297,camocim de sao felix,-8.399101005052927,-35.70028152478602,78.38,70,64,8.19,3403685
298,sobolevo,55.81801600940588,155.00304990990782,24.74,87,44,21.72,525426
299,hushitai,42.1041688167642,123.60239840187262,19.4,85,0,4.47,2036619
300,dayong,29.28141519027284,110.16083107411373,78.47,100,20,19.82,1712986
301,san policarpo,16.968466582813036,133.42645935575092,74.06,96,12,12.21,1688696
302,talnakh,75.34156906606563,88.3728521852949,-5.59,69,48,3.71,1490256
303,naryan-mar,68.6684832025332,52.53080686799427,8.0,81,80,15.68,523392
304,lorengau,13.060140434128257,150.79825339434666,83.65,94,64,21.72,2092164
305,sinnamary,14.420953557146234,-47.064317896875,79.42,95,36,12.21,3380290
307,butte,45.93837074938199,-112.68124330483143,23.0,62,75,9.17,5642934
310,ancud,-40.523571482293896,-90.58376075542516,53.6,93,90,4.7,3899695
311,dong hoi,18.283543457400455,107.07027923571758,74.02,98,0,7.4,1582886
313,praia da vitoria,50.301428674484924,-23.396998040527052,55.4,76,20,21.05,3372760
314,murgab,38.06201299236602,61.91300718900743,30.2,80,12,4.7,1218612
315,megion,59.06235176854034,75.73377904784599,15.8,92,90,2.24,1499053
316,karratha,-18.6300683799618,110.38536547073176,74.15,96,0,2.93,6620339
317,san cristobal,-16.904551506968943,-93.4565835687178,66.07,60,75,6.93,3652462
318,ostrovnoy,71.90452023954819,39.309859411322606,15.11,84,80,14,556268
319,nuuk,59.29466644680926,-57.383365392081345,19.4,92,75,9.17,3421319
320,nemuro,41.03499179222683,148.29485954955248,29.2,100,80,5.17,2128975
321,mikhaylovka,43.31894608837143,72.16934068814618,-0.01,72,0,3.71,2015842
322,magadi,-2.0158906320085777,36.42954041559747,68.0,94,0,4.7,1264514
323,san patricio,7.442024065512172,-110.27308497148397,92.15,51,0,2.48,3437029
324,tabuk,28.69671824395897,37.1885953260811,50.3,88,0,1.48,1684803
325,avera,-25.56048074003604,-154.4817022151188,48.24,93,90,5.82,4231997
326,san lazaro,-22.089154342543836,-57.75650719291302,84.2,66,40,17.22,3581514
327,pisco,-17.528598820311473,-80.7444925558449,71.6,30,0,18.34,3932145
